frequency,recency,T,monetary_value,clv
3.0,233.0,238.0,226.57000000000002,1182.970366534703
2.0,32.0,196.0,72.9,244.11595537658252
1.0,6.0,186.0,314.22,591.0747672402961
1.0,125.0,173.0,652.4,2610.0800396642794
1.0,31.0,181.0,266.1,719.5654860777979
2.0,172.0,176.0,312.20500000000004,1634.4672161381607
4.0,295.0,327.0,68.6825,337.4117745197136
5.0,292.0,293.0,107.51599999999999,670.4171182377306
2.0,133.0,150.0,12.499999999999996,82.40371520068659
9.0,311.0,330.0,192.86555555555555,1713.9775074695444
3.0,211.0,238.0,280.5466666666667,1456.4946596861344
1.0,161.0,333.0,466.12,1014.4977031705937
3.0,192.0,217.0,253.61666666666667,1409.6207106233155
4.0,187.0,200.0,246.31,1740.7216535154469
1.0,112.0,334.0,163.3,306.51503723183066
1.0,189.0,216.0,1700.4,5959.015112129465
8.0,270.0,326.0,234.0725,1890.3569546571275
4.0,174.0,180.0,1042.7625,7918.964394257523
2.0,171.0,207.0,153.735,715.6133859126961
8.0,321.0,325.0,485.29375,3967.8896391436156
5.0,133.0,167.0,148.978,1381.8705707051022
2.0,232.0,319.0,293.83,967.2348139718199
1.0,6.0,61.0,566.38,3633.506254608773
2.0,246.0,294.0,365.49,1299.753935757125
3.0,140.0,169.0,194.15,1283.0402666694195
5.0,318.0,328.0,303.78200000000004,1723.7544402780286
1.0,6.0,25.0,336.4,3228.4320376848577
3.0,56.0,229.0,98.60000000000001,358.7243365409321
1.0,135.0,147.0,239.24,1112.0251146514274
2.0,233.0,294.0,1577.175,5561.063220667181
5.0,154.0,328.0,85.424,394.9894464857524
2.0,154.0,222.0,480.0,2073.783308997679
2.0,149.0,201.0,353.28499999999997,1653.897449325157
9.0,294.0,319.0,320.0622222222222,2916.803709855028
2.0,178.0,258.0,439.53499999999997,1694.9593908175589
1.0,41.0,174.0,185.78,575.6439030208007
2.0,251.0,284.0,81.375,303.6588234102083
1.0,49.0,138.0,166.56,695.4210829499135
4.0,201.0,206.0,71.335,498.85856550713027
9.0,287.0,295.0,238.91666666666666,2321.9903282978803
4.0,289.0,330.0,659.1975,3172.005351692157
5.0,261.0,266.0,230.378,1541.451944691403
10.0,243.0,270.0,1516.484,17146.064203634625
3.0,122.0,162.0,261.71999999999997,1766.0732029750998
3.0,104.0,140.0,61.82,465.33688474417215
3.0,162.0,201.0,307.64,1795.1998891164312
3.0,301.0,326.0,183.46666666666667,750.6573419322868
15.0,323.0,330.0,262.86733333333336,3623.8145575468375
1.0,10.0,34.0,366.1,3205.555085471778
2.0,80.0,238.0,54.160000000000004,194.91474850227422
1.0,51.0,174.0,120.05000000000001,399.3859695701917
3.0,121.0,145.0,377.3333333333333,2751.1625059925477
9.0,266.0,292.0,153.15444444444447,1497.5825625418568
2.0,22.0,49.0,237.465,2395.345089655324
1.0,31.0,32.0,269.36,2527.6747740353903
3.0,32.0,52.0,148.29333333333332,1832.6741500014468
5.0,244.0,328.0,144.54,805.7846837533623
1.0,116.0,157.0,354.45,1527.31414450001
3.0,143.0,186.0,349.84,2148.2845842633915
1.0,196.0,223.0,156.3,546.7281239516403
2.0,63.0,271.0,109.375,288.0974163831476
1.0,194.0,229.0,358.9,1209.084755012802
1.0,174.0,224.0,409.1,1380.4179402122668
2.0,306.0,327.0,214.635,709.9691375310852
4.0,230.0,244.0,310.655,1898.622174271247
9.0,317.0,330.0,210.03555555555556,1867.6928875662989
8.0,239.0,250.0,138.14625,1386.0900790464689
4.0,270.0,291.0,318.0525,1697.9668393990103
3.0,109.0,214.0,365.09999999999997,1916.4260270895795
13.0,282.0,288.0,197.7723076923077,2677.2703017388994
1.0,105.0,330.0,87.8,165.4346256572572
1.0,10.0,273.0,177.5,170.7734152636276
1.0,8.0,271.0,160.4,150.62687767212208
7.0,238.0,273.0,247.82285714285715,2079.263329198093
3.0,230.0,278.0,296.01,1359.749858700478
1.0,13.0,17.0,344.83,3698.0719415834387
2.0,182.0,187.0,226.40999999999997,1139.2214668724625
5.0,199.0,272.0,141.36399999999998,912.2239407586148
62.0,326.0,330.0,507.43145161290323,26482.437178113574
2.0,230.0,237.0,302.955,1283.354314017335
1.0,21.0,245.0,109.8,163.2155779417766
1.0,84.0,258.0,343.93,809.1855991672304
4.0,252.0,260.0,230.2875,1344.5379973018225
1.0,39.0,43.0,148.72,1281.0567037900025
2.0,163.0,175.0,687.91,3595.271662432158
1.0,224.0,252.0,211.0,671.0954270361907
1.0,133.0,321.0,285.37,607.1187789045218
3.0,218.0,225.0,112.48333333333333,615.136254627849
2.0,90.0,241.0,353.845,1267.7993526728305
5.0,308.0,332.0,291.976,1637.933616133481
4.0,274.0,334.0,425.1925,2018.546876892371
13.0,308.0,321.0,192.51230769230767,2391.2325254029224
1.0,9.0,42.0,253.26,2033.562374511232
3.0,219.0,244.0,22.666666666666668,121.21730236193127
3.0,152.0,165.0,207.72,1401.6962027726145
1.0,62.0,103.0,613.25,3338.1754166919964
5.0,238.0,253.0,232.56599999999997,1613.8486890753145
1.0,159.0,207.0,185.84,670.1760686525686
3.0,307.0,319.0,187.99,784.0314438628744
3.0,172.0,297.0,105.37,441.6338484092031
4.0,95.0,106.0,344.76,3647.1019002750945
3.0,185.0,234.0,78.10000000000001,412.08457161523864
6.0,308.0,332.0,378.135,2423.5622321502337
1.0,1.0,26.0,33.0,337.9004155037457
2.0,17.0,151.0,46.85,197.3028982350438
2.0,34.0,109.0,64.455,424.46689368826725
5.0,257.0,290.0,240.372,1497.8295261469834
2.0,125.0,277.0,592.52,1988.893642271486
4.0,284.0,294.0,671.5975,3557.6609246476387
1.0,1.0,123.0,91.22,302.5352511626669
2.0,5.0,326.0,168.5,84.25341872585678
4.0,254.0,321.0,292.4575,1430.242536143473
1.0,122.0,227.0,241.95000000000002,753.0496651373942
4.0,259.0,272.0,326.655,1839.2551904815869
2.0,223.0,245.0,93.64999999999999,390.71442815934597
2.0,179.0,326.0,311.46000000000004,961.0735442508434
18.0,258.0,276.0,392.9838888888889,7324.133483817367
24.0,287.0,327.0,418.3304166666667,8778.396781899295
4.0,286.0,321.0,172.4325,852.3868361333693
1.0,203.0,299.0,2606.4,6807.671344391043
2.0,17.0,29.0,271.135,3275.955497509495
2.0,154.0,334.0,305.63,881.9982766583789
1.0,82.0,333.0,487.75,765.2537556356285
4.0,289.0,295.0,342.355,1812.071249665757
5.0,260.0,329.0,344.12800000000004,1921.8858465432788
2.0,241.0,297.0,308.01,1084.830183979025
1.0,131.0,334.0,284.44000000000005,569.8700255898032
7.0,203.0,327.0,761.2242857142857,5103.7725097654165
4.0,289.0,292.0,107.685,578.0455025821326
6.0,294.0,321.0,426.06166666666667,2802.964106267106
19.0,317.0,327.0,330.34473684210525,5671.061788820264
4.0,236.0,253.0,125.57000000000001,749.7180348514314
1.0,142.0,297.0,308.03999999999996,740.1536096161419
10.0,303.0,321.0,231.74899999999997,2297.4828955410526
2.0,124.0,242.0,211.07500000000002,819.7084822983052
3.0,148.0,236.0,210.79333333333332,1067.7058692206742
3.0,217.0,251.0,219.5533333333333,1095.0732528798537
1.0,27.0,143.0,105.84,380.34931255298903
2.0,174.0,215.0,468.04,2100.0122650059902
2.0,90.0,122.0,170.78,1118.82134426827
8.0,244.0,248.0,256.9525,2592.2213757353256
2.0,277.0,288.0,72.065,268.2092570894333
1.0,8.0,246.0,145.05,168.30819872548284
2.0,264.0,299.0,113.66999999999999,404.953406455333
1.0,17.0,52.0,185.85,1391.236377119711
12.0,300.0,319.0,193.88916666666668,2256.040361834297
7.0,171.0,213.0,489.96999999999997,4913.689109353629
2.0,192.0,272.0,295.125,1097.7303186706781
3.0,119.0,283.0,355.28999999999996,1392.399756525095
3.0,226.0,238.0,216.87666666666667,1131.1748361354444
1.0,117.0,158.0,426.43,1827.132780372725
13.0,226.0,227.0,234.3376923076923,3798.892614397592
4.0,128.0,195.0,404.96,2832.4695840613354
1.0,23.0,57.0,180.95,1316.0755058073653
4.0,195.0,195.0,494.84,3561.9831666217638
1.0,150.0,333.0,164.8,354.10874297382264
2.0,165.0,186.0,318.0,1594.288460707722
9.0,269.0,329.0,158.38444444444445,1395.2124986864442
1.0,29.0,196.0,308.20000000000005,727.4633153266919
1.0,35.0,173.0,111.37,336.9710373640794
1.0,35.0,165.0,86.31,279.7194287295313
6.0,220.0,234.0,844.3499999999999,7085.858552250398
1.0,7.0,32.0,1117.86,9849.458195770145
4.0,227.0,329.0,150.3175,710.8350112420018
3.0,256.0,292.0,830.9166666666666,3678.528970355036
17.0,322.0,325.0,462.5229411764706,7218.824459551603
1.0,106.0,215.0,242.55,770.535262084967
1.0,109.0,280.0,282.59999999999997,663.6007964041196
1.0,216.0,245.0,203.35000000000002,660.2552491951293
4.0,168.0,245.0,48.675,293.72591821477033
12.0,307.0,319.0,242.0725,2818.601370556238
17.0,194.0,227.0,392.8170588235294,7981.824378206905
1.0,44.0,59.0,197.41,1476.0557893342616
3.0,133.0,298.0,200.09333333333333,769.4900842735127
8.0,184.0,243.0,227.8275,2286.435436513031
5.0,181.0,214.0,302.204,2359.307547369964
3.0,130.0,148.0,272.11333333333334,1965.2807413031016
13.0,307.0,319.0,3519.5230769230766,43879.73831298091
6.0,308.0,316.0,438.215,2926.509399230334
1.0,17.0,21.0,647.77,6644.8534207032635
1.0,7.0,43.0,9.099999999999994,98.80549600660815
2.0,158.0,162.0,61.06499999999999,345.96014683168676
1.0,33.0,250.0,1267.5,2079.065211103331
1.0,203.0,232.0,157.56,534.8998857733517
3.0,113.0,209.0,207.5,1125.0731234591844
1.0,27.0,214.0,1182.0,2355.75031667213
14.0,286.0,327.0,313.5442857142857,4064.138807481769
15.0,317.0,322.0,285.054,4007.8440277440714
16.0,319.0,319.0,627.556875,9415.534186046356
1.0,16.0,75.0,291.53,1727.0693224881734
3.0,197.0,242.0,636.4466666666667,3238.229075338585
7.0,294.0,329.0,245.44571428571427,1781.4010601058924
2.0,217.0,318.0,262.635,860.3398499276018
6.0,181.0,237.0,388.635,3187.052419244585
14.0,300.0,327.0,322.6478571428571,4201.226022966622
1.0,99.0,278.0,896.53,2026.6728539194776
5.0,271.0,327.0,205.83800000000002,1161.847852261069
5.0,294.0,329.0,265.76,1499.2295704582157
13.0,317.0,329.0,306.13615384615383,3727.2376915465998
1.0,16.0,68.0,424.15,2676.018471109174
5.0,69.0,332.0,130.584,117.28240330053276
2.0,165.0,322.0,332.81,1020.404267806384
3.0,218.0,225.0,317.41,1723.9302033246308
18.0,188.0,202.0,343.0466666666667,8059.7641005177575
3.0,267.0,280.0,247.70333333333335,1141.8164558655571
1.0,62.0,75.0,344.35,2306.8944680367294
5.0,256.0,295.0,274.566,1685.4948100949568
5.0,245.0,319.0,377.17199999999997,2152.1732220769213
4.0,126.0,134.0,186.7275,1725.2658188372457
16.0,225.0,272.0,433.2125,7219.886845690487
12.0,283.0,319.0,394.54583333333335,4569.420225389516
2.0,117.0,295.0,389.7,1190.9705135640475
4.0,188.0,193.0,131.3875,956.6289535026633
2.0,201.0,276.0,454.235,1672.8651224197295
1.0,99.0,105.0,573.45,3244.9408160030143
1.0,13.0,159.0,611.8499999999999,1625.7922086016295
7.0,101.0,104.0,186.27,3000.5247060489874
6.0,223.0,277.0,734.5500000000001,5373.404552616085
2.0,224.0,232.0,137.395,595.3245418143183
4.0,315.0,333.0,153.525,739.6997475048199
3.0,263.0,299.0,482.5166666666667,2099.540456935446
4.0,111.0,139.0,165.38,1483.8693617941844
9.0,310.0,328.0,161.64555555555555,1444.2872082639583
1.0,177.0,218.0,177.25,621.4955643326393
1.0,200.0,235.0,152.76,512.0049491400457
17.0,295.0,327.0,423.1329411764706,6535.788870394071
1.0,159.0,220.0,263.3,893.6258084872377
15.0,304.0,329.0,107.28333333333335,1480.4166297112808
1.0,131.0,215.0,297.17,990.5602575633735
4.0,272.0,293.0,248.8,1322.2554098792702
5.0,133.0,141.0,145.522,1519.827938581325
4.0,110.0,234.0,28.98250000000003,167.4563271454616
1.0,187.0,321.0,245.82,590.4955660184544
3.0,136.0,200.0,209.47,1211.527217023994
2.0,128.0,231.0,420.495,1710.6223179456445
1.0,175.0,235.0,166.5,545.0623658365483
3.0,201.0,223.0,156.24666666666667,854.6851501939962
1.0,168.0,321.0,309.54,717.4112504026996
8.0,154.0,165.0,179.23624999999998,2413.4668815966475
18.0,323.0,330.0,320.0061111111111,5194.368316163355
3.0,255.0,319.0,123.27333333333335,509.7979798668591
9.0,193.0,329.0,89.52555555555556,650.8937244653905
11.0,134.0,166.0,251.68,4348.043536388661
1.0,19.0,73.0,113.5,708.3140289739474
2.0,33.0,178.0,70.125,273.81141170343795
1.0,75.0,295.0,361.81,662.8202603378393
1.0,245.0,334.0,99.1,249.18428865605296
1.0,77.0,77.0,160.55,1091.0358127823915
8.0,186.0,206.0,306.38625,3529.0932439267117
2.0,91.0,249.0,294.425,1018.9777295122477
29.0,313.0,330.0,403.5686206896552,10156.685332501605
5.0,180.0,248.0,231.836,1601.4437316900664
3.0,238.0,263.0,421.3966666666667,2028.6882176069994
12.0,285.0,288.0,849.7141666666666,10721.935440911071
1.0,9.0,12.0,128.37,1478.1484109480614
2.0,309.0,329.0,40.425,137.89317058720675
2.0,21.0,122.0,49.394999999999996,277.85114052383454
3.0,130.0,136.0,146.35666666666668,1123.3002227126995
4.0,181.0,231.0,496.7425,3124.616960998656
2.0,107.0,145.0,145.83,858.945595212808
8.0,307.0,325.0,651.64125,5318.249939544714
7.0,275.0,300.0,152.3057142857143,1192.4759560927675
2.0,168.0,169.0,173.39000000000001,938.0322786436649
4.0,90.0,150.0,214.22750000000002,1783.0988157841152
2.0,251.0,278.0,107.85000000000001,407.5604263983517
1.0,184.0,332.0,148.7,345.3674638727548
1.0,306.0,318.0,127.1,345.2318047633328
2.0,142.0,297.0,527.81,1697.7947720344155
2.0,276.0,332.0,163.94,532.4082637358
1.0,14.0,274.0,213.03,219.67348349446922
2.0,191.0,329.0,69.52,219.7350979638009
3.0,271.0,321.0,170.06,700.9039844438819
12.0,273.0,328.0,235.01083333333335,2641.723135988053
3.0,324.0,332.0,596.13,2399.3697691898806
3.0,167.0,209.0,155.04333333333332,882.6272410259397
3.0,217.0,326.0,176.62,700.6843507471002
1.0,8.0,33.0,379.14,3334.698895034669
5.0,39.0,52.0,204.76999999999998,3543.040007597467
6.0,256.0,284.0,254.02833333333334,1840.3040263976832
4.0,239.0,244.0,114.42500000000001,703.8387045321639
4.0,268.0,278.0,199.02249999999998,1104.4653999484572
10.0,212.0,329.0,241.161,2060.3489450763223
16.0,322.0,323.0,312.86125,4649.025154025224
1.0,20.0,45.0,271.11,2183.059187411746
2.0,246.0,322.0,209.85,691.10893236614
17.0,293.0,334.0,155.6764705882353,2357.223494428252
2.0,84.0,116.0,169.99,1146.5687888321654
17.0,330.0,330.0,217.02647058823527,3348.716021969841
2.0,129.0,269.0,654.95,2288.1021709131865
2.0,237.0,250.0,934.1800000000001,3782.6885559034336
5.0,91.0,188.0,218.47600000000003,1693.2024657567647
2.0,107.0,279.0,322.315,1024.1286139587148
10.0,300.0,319.0,333.171,3317.2856804945163
2.0,187.0,286.0,182.70999999999998,649.3920046182878
5.0,276.0,277.0,155.138,1008.3051471451214
2.0,311.0,328.0,286.075,942.7824191606619
3.0,181.0,265.0,69.65333333333334,330.24801497825234
4.0,299.0,320.0,291.66499999999996,1445.7959988228858
4.0,189.0,334.0,84.3925,378.1192245553173
1.0,42.0,242.0,301.8,583.4188389425287
1.0,192.0,213.0,156.56,568.0995374797038
7.0,198.0,201.0,153.44428571428574,1625.631082407401
2.0,152.0,152.0,126.52499999999999,737.0842865407215
3.0,246.0,258.0,180.83,888.9433022083213
1.0,36.0,252.0,346.6,585.3664244672382
5.0,273.0,330.0,174.834,980.1146439022019
3.0,52.0,91.0,388.7633333333333,3653.915448078151
6.0,270.0,319.0,680.0733333333333,4471.88871755962
4.0,163.0,166.0,319.7425,2571.472736525506
3.0,87.0,111.0,331.55,2838.7151082575665
3.0,212.0,271.0,324.1166666666667,1511.2933098132978
5.0,251.0,319.0,136.268,782.2399451709
2.0,37.0,286.0,312.0,527.1664302347534
3.0,155.0,265.0,65.67333333333333,304.30722997407094
8.0,312.0,319.0,361.38625,2998.972314371045
3.0,217.0,251.0,335.7733333333333,1671.5812866731076
1.0,46.0,53.0,406.54,3181.75903531649
5.0,307.0,318.0,152.94400000000002,891.447112423827
1.0,114.0,146.0,1045.48,4730.912458125575
16.0,328.0,333.0,348.43062499999996,5050.903032325065
1.0,285.0,286.0,515.1,1494.915291022522
2.0,107.0,329.0,318.55499999999995,806.5081695886884
2.0,112.0,118.0,35.425,249.58639946525898
1.0,313.0,334.0,196.8,507.2345237074394
1.0,184.0,330.0,121.67999999999999,286.0870679184139
4.0,239.0,278.0,219.2725,1209.443323220315
1.0,126.0,197.0,358.0,1283.7183503974964
2.0,273.0,320.0,364.91999999999996,1215.7499306791556
1.0,208.0,248.0,141.8,456.310604273463
2.0,66.0,272.0,64.41,174.81703804083656
1.0,252.0,321.0,446.39,1142.4282137534753
3.0,126.0,208.0,216.53666666666666,1199.829042439903
2.0,215.0,227.0,471.725,2055.64309842814
2.0,134.0,208.0,149.745,678.6184126779627
1.0,120.0,166.0,749.4300000000001,3082.8847317595432
5.0,216.0,292.0,72.46600000000001,445.12603201477697
6.0,222.0,236.0,637.2216666666667,5315.351694332987
5.0,203.0,260.0,508.342,3408.617935578461
4.0,111.0,206.0,222.6875,1447.1844410715391
2.0,158.0,200.0,298.58500000000004,1411.660678312197
3.0,259.0,330.0,509.24666666666667,2031.2984312308045
8.0,159.0,193.0,579.00125,6940.126237293133
3.0,56.0,330.0,118.27666666666666,168.88340320486049
5.0,238.0,250.0,213.404,1495.3514511417416
2.0,269.0,288.0,272.95,995.8127357239024
18.0,319.0,329.0,224.38111111111112,3650.7688857813173
8.0,296.0,334.0,215.9225,1720.588597769263
9.0,250.0,270.0,183.85222222222222,1910.8582392042836
2.0,57.0,70.0,389.65999999999997,3435.5830942701314
2.0,64.0,278.0,150.99,382.1695609648803
1.0,91.0,325.0,182.7,320.2242463768713
2.0,194.0,264.0,357.21,1364.3080212280947
4.0,239.0,323.0,327.6375,1582.6404580506362
1.0,14.0,24.0,229.41,2283.718921565873
2.0,181.0,214.0,684.225,3086.703669820642
6.0,308.0,315.0,275.84833333333336,1848.508636012069
5.0,269.0,328.0,393.892,2212.249692090431
3.0,227.0,238.0,426.5366666666667,2219.0923845399425
3.0,36.0,295.0,4.233333333333339,6.691851049110414
4.0,208.0,222.0,104.3475,687.5836222700208
4.0,265.0,326.0,112.0775,545.3340840656507
1.0,127.0,139.0,669.1500000000001,3190.3641932965966
1.0,147.0,267.0,319.4,875.6209565242912
3.0,203.0,239.0,2273.853333333333,11694.780834844512
1.0,188.0,193.0,109.17000000000002,433.09290685659175
6.0,196.0,295.0,68.665,466.59950325107104
3.0,54.0,194.0,93.14,439.2261356281152
2.0,210.0,323.0,252.66000000000003,811.7945226143131
1.0,28.0,36.0,789.77,7021.165651010622
3.0,179.0,227.0,900.19,4789.399614685589
1.0,158.0,225.0,94.5,321.3340394836412
2.0,319.0,332.0,245.01500000000001,801.1772715439612
9.0,224.0,249.0,922.6844444444445,10165.479620682316
2.0,253.0,319.0,225.765,751.4789703670542
3.0,231.0,272.0,301.6166666666667,1411.4370040335423
1.0,69.0,224.0,1187.6,3103.4331245432027
1.0,128.0,321.0,284.76,596.1329893783158
2.0,107.0,132.0,463.33500000000004,2890.055321628482
4.0,132.0,202.0,632.49,4306.153710734946
5.0,174.0,266.0,221.888,1427.7341551135387
4.0,220.0,234.0,347.04499999999996,2187.153711956132
3.0,133.0,144.0,169.4,1251.1247494588872
4.0,88.0,92.0,307.8525,3527.396442146919
4.0,252.0,257.0,282.08000000000004,1660.9844206830628
2.0,183.0,322.0,234.395,737.4895442079228
2.0,260.0,277.0,238.63,898.3138368419209
1.0,316.0,334.0,84.4,223.0560164950011
2.0,65.0,66.0,408.08500000000004,3719.3776974701545
1.0,14.0,21.0,72.0,767.0786410744413
5.0,198.0,323.0,245.54399999999995,1327.1184843325846
1.0,253.0,320.0,157.18,409.77119398802625
2.0,149.0,168.0,222.37,1198.0301028743088
3.0,274.0,329.0,402.7133333333333,1619.2416705309786
4.0,131.0,137.0,375.01,3410.9675122715703
1.0,87.0,321.0,252.62,438.5011584368992
1.0,6.0,332.0,249.65,136.9864546838217
1.0,8.0,21.0,1300.92,13059.056386115979
6.0,185.0,315.0,148.61,908.8533029597844
6.0,322.0,330.0,265.56166666666667,1714.9278420701398
9.0,326.0,327.0,304.9866666666667,2733.521612962649
5.0,299.0,320.0,170.324,986.0233930501446
6.0,297.0,329.0,178.01,1149.709712265805
8.0,318.0,325.0,347.73625,2843.3982003787232
1.0,58.0,329.0,292.84000000000003,384.7175582820993
4.0,308.0,329.0,144.515,702.97802464352
5.0,309.0,333.0,273.026,1528.2211014566574
1.0,46.0,103.0,157.71,839.0165370974881
5.0,95.0,320.0,558.3340000000001,1306.3080429968747
7.0,297.0,322.0,271.37142857142857,2006.7045318914325
4.0,183.0,323.0,144.82,664.8078136371737
10.0,321.0,332.0,214.042,2067.852633863436
1.0,40.0,313.0,382.5,448.642615511684
1.0,72.0,141.0,425.6,1852.715407508282
17.0,319.0,330.0,291.30117647058825,4488.897313310726
1.0,70.0,147.0,11.9,64.20141924624116
1.0,259.0,260.0,185.95,587.5534733595196
1.0,205.0,273.0,127.89999999999999,376.3021133289116
1.0,220.0,329.0,221.73000000000002,542.0477439080603
3.0,314.0,327.0,328.1666666666667,1338.1676772671115
1.0,42.0,141.0,178.81,706.7498873177763
3.0,138.0,206.0,208.46666666666667,1178.3139586499942
4.0,220.0,223.0,371.7125,2430.8799718934497
1.0,95.0,283.0,348.33000000000004,759.8546633295057
2.0,169.0,260.0,508.20500000000004,1932.2909282685139
5.0,276.0,297.0,185.11399999999998,1135.9219937847126
5.0,298.0,333.0,147.012,823.2169695201657
4.0,151.0,319.0,134.1,577.2842323428853
5.0,303.0,322.0,246.094,1416.2128094152479
1.0,23.0,85.0,390.78,2178.2741591523804
2.0,84.0,134.0,134.095,820.8471270959341
3.0,192.0,266.0,154.35333333333332,727.5089740764654
14.0,282.0,314.0,471.3514285714286,6326.770759438234
1.0,238.0,277.0,556.46,1621.2666748555641
2.0,21.0,120.0,249.25,1385.3123177290088
8.0,266.0,273.0,225.24875,2112.4312337009806
30.0,311.0,318.0,166.89066666666668,4476.139058392451
2.0,43.0,50.0,248.04,2533.5493259177365
2.0,268.0,329.0,374.85,1216.5153900412683
4.0,231.0,253.0,146.6275,873.6976185239037
1.0,35.0,327.0,575.18,571.5867478780307
2.0,7.0,269.0,5.04,6.599796300030195
3.0,159.0,271.0,317.6666666666667,1426.1769849290781
6.0,247.0,322.0,764.9983333333333,4941.840208872214
1.0,271.0,326.0,60.0,161.15105705067583
9.0,289.0,327.0,635.0088888888889,5655.484089060321
1.0,210.0,327.0,513.6,1237.9450386050175
1.0,103.0,157.0,128.32999999999998,552.5673428153328
9.0,323.0,334.0,197.36888888888888,1738.840861020568
1.0,226.0,258.0,500.46,1545.1752403092678
1.0,6.0,12.0,734.85,8220.590257169179
1.0,104.0,234.0,228.7,659.094577016902
1.0,25.0,115.0,870.0,3768.278359372832
1.0,52.0,316.0,246.7,329.57845572288755
2.0,242.0,252.0,134.64,548.5492226271406
1.0,70.0,270.0,162.23000000000002,334.0830936965596
6.0,194.0,292.0,329.91833333333335,2244.8964509414072
5.0,282.0,293.0,726.5060000000001,4498.94577817296
6.0,244.0,298.0,84.89500000000001,591.1768835390421
3.0,97.0,130.0,109.60666666666667,857.4535082203447
7.0,322.0,323.0,173.41714285714286,1284.3529593240187
3.0,272.0,273.0,168.29,794.2855868405575
1.0,63.0,242.0,303.82,695.6868355726398
3.0,171.0,322.0,133.36666666666667,510.5373642947545
1.0,241.0,272.0,97.35,297.7617054170283
15.0,326.0,334.0,185.37333333333333,2531.692034002376
18.0,306.0,333.0,999.0461111111113,16035.076555950838
2.0,66.0,126.0,770.7,4770.788693971419
3.0,210.0,248.0,292.65333333333336,1469.048034167618
30.0,265.0,300.0,435.648,12017.89742926325
1.0,1.0,125.0,101.76,329.2771931327293
1.0,52.0,319.0,312.41,408.5599462818798
3.0,332.0,332.0,1765.6000000000001,7104.165080652507
2.0,141.0,216.0,215.305,947.0368140370905
4.0,227.0,314.0,328.13,1616.68814706593
9.0,319.0,330.0,174.90888888888887,1556.2900672662267
12.0,307.0,321.0,2370.8616666666667,27431.161139361888
3.0,86.0,111.0,283.0166666666667,2423.305916783029
2.0,36.0,327.0,613.31,722.3742416419414
1.0,64.0,209.0,511.3,1427.9769724330115
2.0,157.0,176.0,375.775,1955.905287500351
2.0,290.0,326.0,284.72,938.921727744778
4.0,313.0,333.0,168.23,809.903834740534
1.0,141.0,145.0,180.0,853.3517676613919
7.0,204.0,242.0,529.86,4855.056054824991
1.0,281.0,284.0,296.07,867.622428045704
9.0,307.0,328.0,304.71666666666664,2718.2681259872015
2.0,323.0,334.0,233.99,762.0150156223914
8.0,210.0,257.0,158.23875,1538.613278905361
3.0,172.0,178.0,71.40333333333334,463.68931223713247
2.0,191.0,243.0,1543.355,6294.038967404323
22.0,324.0,329.0,717.5418181818181,14023.574131167306
3.0,98.0,179.0,121.11333333333334,741.1814910730875
2.0,35.0,46.0,160.49,1692.0989906040222
1.0,6.0,214.0,388.45000000000005,564.361811058634
3.0,100.0,208.0,17.493333333333332,98.75072847254313
7.0,272.0,326.0,271.5628571428571,1974.7906226347363
2.0,25.0,133.0,861.2,4399.3707421970885
1.0,134.0,271.0,52.800000000000004,146.3833938111951
1.0,31.0,32.0,169.05,1598.839424444083
5.0,314.0,320.0,348.166,2015.0943645585862
26.0,328.0,328.0,6087.781538461539,139293.43199030645
3.0,49.0,66.0,177.04333333333332,1985.5632254966551
3.0,167.0,320.0,128.42666666666665,491.9040546599977
4.0,213.0,300.0,356.08,1814.7096347717156
1.0,17.0,21.0,356.91,3677.767976777093
7.0,295.0,334.0,61.81857142857143,445.71537934130555
2.0,233.0,245.0,225.32999999999998,932.1158882621643
4.0,264.0,274.0,345.2925,1933.9144877951953
4.0,132.0,165.0,255.8625,2048.7707914209227
4.0,323.0,328.0,232.9275,1135.50460414976
2.0,108.0,260.0,225.51,783.8936666900512
2.0,118.0,144.0,137.37,819.1142716614848
1.0,154.0,173.0,168.07999999999998,703.3906602741856
4.0,112.0,137.0,248.9375,2252.7665906024686
7.0,293.0,328.0,278.41,2025.029556540967
6.0,116.0,283.0,415.5883333333333,1960.7499986238292
1.0,44.0,166.0,486.99,1608.260932270436
1.0,48.0,270.0,265.02,452.56169184903996
2.0,6.0,24.0,890.94,11128.888246524119
28.0,329.0,334.0,2334.6042857142857,56406.25067416839
9.0,250.0,262.0,263.1955555555556,2800.7698266298016
2.0,112.0,279.0,185.33499999999998,600.6407555753036
2.0,166.0,246.0,240.73499999999999,963.4512529109049
5.0,235.0,329.0,229.55,1266.505345398114
1.0,134.0,160.0,159.56,699.1732497394089
3.0,80.0,179.0,254.93666666666664,1495.0567197146538
4.0,161.0,326.0,43.175000000000026,188.9069817341773
5.0,165.0,179.0,119.35,1065.188387563871
3.0,28.0,32.0,681.4599999999999,9948.700601875527
6.0,322.0,326.0,281.64166666666665,1837.0705532551315
1.0,46.0,204.0,110.94,293.0582775731063
3.0,330.0,333.0,203.8133333333333,822.0787099343489
2.0,89.0,109.0,491.28499999999997,3436.7881649794463
1.0,37.0,42.0,150.8,1307.0968271990778
4.0,216.0,271.0,173.2125,970.1738339606948
6.0,122.0,134.0,138.78,1708.4682012382257
1.0,36.0,41.0,124.34,1091.8823050106926
8.0,315.0,333.0,384.57625,3079.8763169623003
